SICBL26CD,SICBL26CDH,SICBL26NM,ICB26NM,region,tb_count,tb_denominator,boundary_changed,tb_rate_per_100k,diabetes_prev,pct_non_uk_born,imd_score,resident_pop_mid2022,registered_patients,pct_age_65plus,pct_age_15_44,total_items,items_antituberculosis,items_oral_corticosteroids,items_inhaled_corticosteroids,items_immunosuppressants,items_proton_pump_inhibitors,items_statins,items_metformin,items_insulins,items_fluoroquinolones,items_all_antibacterials,items_vitamin_d,items_levothyroxine,rate_antituberculosis,rate_oral_corticosteroids,rate_inhaled_corticosteroids,rate_immunosuppressants,rate_proton_pump_inhibitors,rate_statins,rate_metformin,rate_insulins,rate_fluoroquinolones,rate_all_antibacterials,rate_vitamin_d,rate_levothyroxine,rate_total_items
E38000266,D9Y0V,NHS Hampshire and Isle of Wight ICB - D9Y0V,NHS Hampshire and Isle of Wight Integrated Care Board,South East,231.9543290001356,5430561.0,True,4.271277479437862,7.564562767277635,12.223001747228345,15.484260131135624,1810187,1923163.0,21.9992273145854,37.160188709953346,3028298,34.0,16147,63144,10396,178815,209805,56103,22469,969,67734,83439,77234,0.017679208678619544,8.396064192166758,32.83341037655155,5.405678041850847,92.97963823139277,109.09371696522864,29.172254249899776,11.68335705293831,0.5038574473406571,35.220103548165184,43.386338027509886,40.15988244366182,1574.6444789131237
E38000137,10R,NHS Hampshire and Isle of Wight ICB - 10R,NHS Hampshire and Isle of Wight Integrated Care Board,South East,52.0,626847.0,False,8.295485182189593,7.573740000000001,16.930718300581315,26.378011897640093,208949,231927.0,15.44537720920807,45.39833654555097,336493,3.0,1505,7189,866,19986,21496,6568,2122,129,8043,10082,7150,0.012935104580320532,6.489110797794134,30.99682227597477,3.7339335221858603,86.17366671409539,92.68433601952339,28.319255627848417,9.14943063981339,0.556209496953783,34.67901537983935,43.470574792930535,30.828665916430598,1450.8573818485988
E38000204,07K,NHS Norfolk and Suffolk ICB - 07K,NHS Norfolk and Suffolk Integrated Care Board,East of England,27.0,712710.0,False,3.788357115797449,8.25355,14.39490336705097,16.19017258492234,237570,280438.0,24.193939480384255,34.389775993267676,631255,3.0,3834,14344,2572,39383,54428,12074,4055,175,13045,12802,23503,0.0106975516870039,13.671471055990985,51.14856046612799,9.171367646324677,140.43389269642486,194.08211440674944,43.054079689628374,14.45952403026694,0.6240238484085608,46.51652058565529,45.65001889900798,83.8081857665509,2250.960996726549
E38000086,06L,NHS Norfolk and Suffolk ICB - 06L,NHS Norfolk and Suffolk Integrated Care Board,East of England,39.0,1243731.0,False,3.135726294512238,7.81322,10.282679408609086,18.318337155703283,414577,417630.0,23.768167995594187,35.071953643176975,827161,3.0,4725,16952,2459,52265,69558,16008,5635,251,17353,15028,30089,0.007183391997701315,11.31384239637957,40.5909537150109,5.887986974115844,125.14666091995308,166.5541268587027,38.33057969973421,13.492804635682303,0.6010104638076766,41.55113377870364,35.98400498048512,72.04702727294496,1980.6072360702055
E38000239,26A,NHS Norfolk and Suffolk ICB - 26A,NHS Norfolk and Suffolk Integrated Care Board,East of England,147.0,3126801.0,False,4.701290552228939,9.02622,9.088575767672147,21.735202217857807,1042267,1097370.0,25.302678221566108,35.050529903314285,2376299,76.0,13407,50786,9996,149420,193375,45266,15136,656,47701,39126,68570,0.06925649507458742,12.217392492960442,46.279741563921014,9.109051641652314,136.16191439532702,176.21677282958345,41.24953297429308,13.792977755907305,0.5977929048543336,43.46847462569598,35.65433718800404,62.48576141137447,2165.4492103848293
E38000021,09D,NHS Surrey and Sussex ICB - 09D,NHS Surrey and Sussex Integrated Care Board,South East,36.0,835110.0,False,4.3108093544563,4.97459,19.613652438760344,20.265920982864532,278370,323821.0,14.388504760345993,47.226090957658705,436960,2.0,2265,7993,1178,24755,28625,7994,2362,110,9075,13193,13331,0.006176251694609059,6.994605044144759,24.6833898975051,3.6378122481247352,76.44655535002362,88.39760237909215,24.686478023352407,7.294153251333298,0.33969384320349827,28.024742064288603,40.741644303488656,41.16780567041668,1349.3874702381872
E38000235,97R,NHS Surrey and Sussex ICB - 97R,NHS Surrey and Sussex Integrated Care Board,South East,52.0,1653021.0,False,3.1457555590642827,7.88443,9.855537132544912,21.229936675940596,551007,576024.0,26.426676666250017,32.848631307028874,1073714,13.0,6394,21754,2896,66412,84089,18315,6829,279,22301,23782,35422,0.02256850409010736,11.100231934780494,37.76578753663041,5.027568295765454,115.29380720247767,145.9817646486952,31.795550185408946,11.855408802411011,0.4843548185492271,38.71540074719109,41.286474174687164,61.49396552921406,1864.0091385081178
E38000265,70F,NHS Surrey and Sussex ICB - 70F,NHS Surrey and Sussex Integrated Care Board,South East,121.0,2678421.0,False,4.517587041021557,7.93601,12.902706842560828,14.800003015209333,892807,948878.0,23.35379258450507,35.078376777625785,1574422,6.0,9721,30522,5153,96173,125085,28278,10845,439,35342,39840,44638,0.006323257573681759,10.24473114562673,32.166411277319106,5.430624379530351,101.35444177228263,131.82411226733046,29.801512944762127,11.429288064429779,0.4626516791410487,37.24609486151012,41.98643028924688,47.042928595667725,1659.2459726118639
E38000267,92A,NHS Surrey and Sussex ICB - 92A,NHS Surrey and Sussex Integrated Care Board,South East,212.73969816145842,3651144.0,True,5.82665866263994,6.501333645608061,17.922433920219692,10.132184259782687,1217048,1295166.0,19.498890489713286,37.06243060735072,1665268,8.0,10153,33671,6113,91516,122332,30281,11780,498,43738,43609,49357,0.006176814400625094,7.839149576193322,25.99743971043094,4.71985830387765,70.65966833595076,94.45275740715863,23.380014608166057,9.09535920492045,0.38450669643891205,33.77018853181754,33.67058739960746,38.10862854645659,1285.7564204125185
E38000136,10Q,NHS Thames Valley ICB - 10Q,NHS Thames Valley Integrated Care Board,South East,162.0,2162271.0,False,7.49212286526527,5.70786,18.93830905435434,11.220468322888298,720757,821970.0,18.116111293599523,42.45227928026571,1153019,13.0,5421,22910,4850,66005,89000,23200,7833,323,25387,38272,32224,0.015815662372106038,6.595131209168218,27.872063457303796,5.900458654208792,80.30098422083532,108.27645777826442,28.224874387143082,9.529544873900507,0.3929583804761731,30.885555433896617,46.561310023480175,39.203377252211155,1402.7507086633334
E38000221,15A,NHS Thames Valley ICB - 15A,NHS Thames Valley Integrated Care Board,South East,153.0,1558566.0,False,9.816716135216602,6.82668,21.70692782998922,11.86189213161329,519522,584765.0,16.61898369430455,40.8459808641078,744822,6.0,3661,17032,4085,39443,58111,16217,5315,199,17236,18281,24878,0.010260532008584646,6.260634613904731,29.12623019503561,6.985712209178046,67.45102733576735,99.37496259181039,27.732507930536197,9.089121270937898,0.3403076449513907,29.47508828332749,31.262130941489318,42.543585884928135,1273.711661949672
E38000223,14Y,NHS Thames Valley ICB - 14Y,NHS Thames Valley Integrated Care Board,South East,112.0,1691346.0,False,6.621944888863663,6.95564,16.564016826663785,11.901330099222749,563782,595695.0,19.546244302873113,36.414272404502306,784283,3.0,4480,17414,2784,44589,61390,16118,6222,226,21475,19897,21268,0.005036134263339461,7.5206271665869275,29.233080687264454,4.673532596379019,74.8520635560144,103.0560941421365,27.05747068550181,10.444942462166042,0.3793887811715727,36.05032776840497,33.40132114588842,35.70283450423455,1316.5848294848875
E38000268,U2G6B,NHS Thames Valley ICB - U2G6B,NHS Thames Valley Integrated Care Board,South East,157.30597283840595,1323858.0,True,11.8823901686137,7.91766,28.53242445898154,14.314908841431635,441286,498413.0,14.837293569790516,42.03040450389536,631386,14.0,2823,12930,1633,35258,47251,17075,4765,191,17044,12878,18777,0.028089154977899856,5.663977464472235,25.942340990303222,3.276399291350747,70.74053044362807,94.8029044186247,34.25873723197429,9.560344533549486,0.3832163286270623,34.19653981738036,25.83800984324245,37.673575930001824,1266.7928003483055
E38000240,93C,NHS West and North London ICB - 93C,NHS West and North London Integrated Care Board,London,610.0,4251432.0,False,14.348106708516095,6.29879,42.84255616055456,25.754022851594474,1417144,1802029.0,12.13099234252057,49.95130489020987,2301813,49.0,8403,37670,3436,130655,174512,67281,13536,464,46465,66009,64027,0.027191571278819597,4.663077009304512,20.904214083125186,1.906739569673962,72.50438255988111,96.84194871447686,37.3362470859237,7.511532833267389,0.2574875321096386,25.78482366266026,36.63037609272659,35.530504780999635,1277.3451481635423
E38000256,W2U3Z,NHS West and North London ICB - W2U3Z,NHS West and North London Integrated Care Board,London,1806.0,6351306.0,False,28.43509665571144,7.4385,49.93733937691022,23.635466066821532,2117102,2893100.0,11.608136600877952,51.33206595001901,3413593,75.0,12604,52067,6353,186450,283685,117632,24211,818,68834,99601,94544,0.025923749611143757,4.356572534651412,17.996958280045625,2.195914417061284,64.44644153330339,98.05571877916422,40.6595001901075,8.36853202447202,0.28274169575887453,23.792471743112923,34.42708513359372,32.679133109813,1179.908402751374
