year,age_group,birthplace,tb_count,region_name
2009,65 and older,All places of birth,98.0,North West
2010,0 to 14,Non-UK born,10.0,North West
2010,0 to 14,UK born,42.0,North West
2010,0 to 14,All places of birth,52.0,North West
2010,15 to 44,Non-UK born,334.0,North West
2010,15 to 44,UK born,112.0,North West
2010,15 to 44,All places of birth,446.0,North West
2010,45 to 64,Non-UK born,92.0,North West
2010,45 to 64,UK born,58.0,North West
2010,45 to 64,All places of birth,150.0,North West
2010,65 and older,Non-UK born,55.0,North West
2010,65 and older,UK born,58.0,North West
2010,65 and older,All places of birth,113.0,North West
2011,0 to 14,Non-UK born,18.0,North West
2011,0 to 14,UK born,39.0,North West
2011,0 to 14,All places of birth,57.0,North West
2011,15 to 44,Non-UK born,336.0,North West
2011,15 to 44,UK born,105.0,North West
2011,15 to 44,All places of birth,441.0,North West
2011,45 to 64,Non-UK born,103.0,North West
2011,45 to 64,UK born,62.0,North West
2011,45 to 64,All places of birth,165.0,North West
2011,65 and older,Non-UK born,64.0,North West
2011,65 and older,UK born,53.0,North West
2011,65 and older,All places of birth,117.0,North West
2012,0 to 14,Non-UK born,22.0,North West
2012,0 to 14,UK born,26.0,North West
2012,0 to 14,All places of birth,48.0,North West
2012,15 to 44,Non-UK born,305.0,North West
2012,15 to 44,UK born,109.0,North West
2012,15 to 44,All places of birth,414.0,North West
2012,45 to 64,Non-UK born,99.0,North West
2012,45 to 64,UK born,62.0,North West
2012,45 to 64,All places of birth,161.0,North West
2012,65 and older,Non-UK born,68.0,North West
2012,65 and older,UK born,65.0,North West
2012,65 and older,All places of birth,133.0,North West
2013,0 to 14,Non-UK born,8.0,North West
2013,0 to 14,UK born,19.0,North West
2013,0 to 14,All places of birth,27.0,North West
2013,15 to 44,Non-UK born,277.0,North West
2013,15 to 44,UK born,114.0,North West
2013,15 to 44,All places of birth,391.0,North West
2013,45 to 64,Non-UK born,109.0,North West
2013,45 to 64,UK born,57.0,North West
2013,45 to 64,All places of birth,166.0,North West
2013,65 and older,Non-UK born,53.0,North West
2013,65 and older,UK born,65.0,North West
2013,65 and older,All places of birth,118.0,North West
2014,0 to 14,Non-UK born,9.0,North West
2014,0 to 14,UK born,21.0,North West
2014,0 to 14,All places of birth,30.0,North West
2014,15 to 44,Non-UK born,243.0,North West
2014,15 to 44,UK born,81.0,North West
2014,15 to 44,All places of birth,324.0,North West
2014,45 to 64,Non-UK born,94.0,North West
2014,45 to 64,UK born,73.0,North West
2014,45 to 64,All places of birth,167.0,North West
2014,65 and older,Non-UK born,59.0,North West
2014,65 and older,UK born,51.0,North West
2014,65 and older,All places of birth,110.0,North West
2015,0 to 14,Non-UK born,7.0,North West
2015,0 to 14,UK born,16.0,North West
2015,0 to 14,All places of birth,23.0,North West
2015,15 to 44,Non-UK born,242.0,North West
2015,15 to 44,UK born,84.0,North West
2015,15 to 44,All places of birth,326.0,North West
2015,45 to 64,Non-UK born,86.0,North West
2015,45 to 64,UK born,49.0,North West
2015,45 to 64,All places of birth,135.0,North West
2015,65 and older,Non-UK born,33.0,North West
2015,65 and older,UK born,36.0,North West
2015,65 and older,All places of birth,69.0,North West
2016,0 to 14,Non-UK born,10.0,North West
2016,0 to 14,UK born,25.0,North West
2016,0 to 14,All places of birth,35.0,North West
2016,15 to 44,Non-UK born,224.0,North West
2016,15 to 44,UK born,75.0,North West
2016,15 to 44,All places of birth,299.0,North West
2016,45 to 64,Non-UK born,93.0,North West
2016,45 to 64,UK born,67.0,North West
2016,45 to 64,All places of birth,160.0,North West
2016,65 and older,Non-UK born,42.0,North West
2016,65 and older,UK born,42.0,North West
2016,65 and older,All places of birth,84.0,North West
2017,0 to 14,Non-UK born,8.0,North West
2017,0 to 14,UK born,21.0,North West
2017,0 to 14,All places of birth,29.0,North West
2017,15 to 44,Non-UK born,196.0,North West
2017,15 to 44,UK born,70.0,North West
2017,15 to 44,All places of birth,266.0,North West
2017,45 to 64,Non-UK born,105.0,North West
2017,45 to 64,UK born,51.0,North West
2017,45 to 64,All places of birth,156.0,North West
2017,65 and older,Non-UK born,31.0,North West
2017,65 and older,UK born,33.0,North West
2017,65 and older,All places of birth,64.0,North West
2018,0 to 14,Non-UK born,6.0,North West
2018,0 to 14,UK born,14.0,North West
2018,0 to 14,All places of birth,20.0,North West
2018,15 to 44,Non-UK born,173.0,North West
2018,15 to 44,UK born,60.0,North West
2018,15 to 44,All places of birth,233.0,North West
2018,45 to 64,Non-UK born,81.0,North West
2018,45 to 64,UK born,49.0,North West
2018,45 to 64,All places of birth,130.0,North West
2018,65 and older,Non-UK born,33.0,North West
2018,65 and older,UK born,38.0,North West
2018,65 and older,All places of birth,71.0,North West
2019,0 to 14,Non-UK born,9.0,North West
2019,0 to 14,UK born,18.0,North West
2019,0 to 14,All places of birth,27.0,North West
2019,15 to 44,Non-UK born,227.0,North West
2019,15 to 44,UK born,58.0,North West
2019,15 to 44,All places of birth,285.0,North West
2019,45 to 64,Non-UK born,91.0,North West
2019,45 to 64,UK born,51.0,North West
2019,45 to 64,All places of birth,142.0,North West
2019,65 and older,Non-UK born,44.0,North West
2019,65 and older,UK born,17.0,North West
2019,65 and older,All places of birth,61.0,North West
2020,0 to 14,Non-UK born,9.0,North West
2020,0 to 14,UK born,14.0,North West
2020,0 to 14,All places of birth,23.0,North West
2020,15 to 44,Non-UK born,182.0,North West
2020,15 to 44,UK born,63.0,North West
2020,15 to 44,All places of birth,245.0,North West
2020,45 to 64,Non-UK born,83.0,North West
2020,45 to 64,UK born,32.0,North West
2020,45 to 64,All places of birth,115.0,North West
2020,65 and older,Non-UK born,44.0,North West
2020,65 and older,UK born,24.0,North West
2020,65 and older,All places of birth,68.0,North West
2021,0 to 14,Non-UK born,9.0,North West
2021,0 to 14,UK born,10.0,North West
2021,0 to 14,All places of birth,19.0,North West
2021,15 to 44,Non-UK born,202.0,North West
2021,15 to 44,UK born,46.0,North West
2021,15 to 44,All places of birth,248.0,North West
2021,45 to 64,Non-UK born,91.0,North West
2021,45 to 64,UK born,47.0,North West
2021,45 to 64,All places of birth,138.0,North West
2021,65 and older,Non-UK born,43.0,North West
2021,65 and older,UK born,24.0,North West
2021,65 and older,All places of birth,67.0,North West
2022,0 to 14,Non-UK born,6.0,North West
2022,0 to 14,UK born,27.0,North West
2022,0 to 14,All places of birth,33.0,North West
2022,15 to 44,Non-UK born,208.0,North West
2022,15 to 44,UK born,49.0,North West
2022,15 to 44,All places of birth,257.0,North West
2022,45 to 64,Non-UK born,115.0,North West
2022,45 to 64,UK born,30.0,North West
2022,45 to 64,All places of birth,145.0,North West
2022,65 and older,Non-UK born,48.0,North West
2022,65 and older,UK born,10.0,North West
2022,65 and older,All places of birth,58.0,North West
2023,0 to 14,Non-UK born,12.0,North West
2023,0 to 14,UK born,10.0,North West
2023,0 to 14,All places of birth,22.0,North West
2023,15 to 44,Non-UK born,281.0,North West
2023,15 to 44,UK born,48.0,North West
2023,15 to 44,All places of birth,329.0,North West
2023,45 to 64,Non-UK born,107.0,North West
2023,45 to 64,UK born,45.0,North West
2023,45 to 64,All places of birth,152.0,North West
2023,65 and older,Non-UK born,45.0,North West
2023,65 and older,UK born,37.0,North West
2023,65 and older,All places of birth,82.0,North West
2024,0 to 14,Non-UK born,16.0,North West
2024,0 to 14,UK born,17.0,North West
2024,0 to 14,All places of birth,33.0,North West
2024,15 to 44,Non-UK born,329.0,North West
2024,15 to 44,UK born,46.0,North West
2024,15 to 44,All places of birth,375.0,North West
2024,45 to 64,Non-UK born,128.0,North West
2024,45 to 64,UK born,39.0,North West
2024,45 to 64,All places of birth,167.0,North West
2024,65 and older,Non-UK born,57.0,North West
2024,65 and older,UK born,25.0,North West
2024,65 and older,All places of birth,82.0,North West
2001,0 to 14,Non-UK born,1.0,South East
2001,0 to 14,UK born,10.0,South East
2001,0 to 14,All places of birth,11.0,South East
2001,15 to 44,Non-UK born,161.0,South East
2001,15 to 44,UK born,60.0,South East
2001,15 to 44,All places of birth,221.0,South East
2001,45 to 64,Non-UK born,44.0,South East
2001,45 to 64,UK born,32.0,South East
2001,45 to 64,All places of birth,76.0,South East
2001,65 and older,Non-UK born,21.0,South East
2001,65 and older,UK born,49.0,South East
2001,65 and older,All places of birth,70.0,South East
2002,0 to 14,Non-UK born,8.0,South East
2002,0 to 14,UK born,17.0,South East
2002,0 to 14,All places of birth,25.0,South East
2002,15 to 44,Non-UK born,202.0,South East
2002,15 to 44,UK born,41.0,South East
2002,15 to 44,All places of birth,243.0,South East
2002,45 to 64,Non-UK born,40.0,South East
2002,45 to 64,UK born,34.0,South East
2002,45 to 64,All places of birth,74.0,South East
2002,65 and older,Non-UK born,40.0,South East
2002,65 and older,UK born,51.0,South East
2002,65 and older,All places of birth,91.0,South East
2003,0 to 14,Non-UK born,6.0,South East
2003,0 to 14,UK born,10.0,South East
2003,0 to 14,All places of birth,16.0,South East
2003,15 to 44,Non-UK born,280.0,South East
2003,15 to 44,UK born,40.0,South East
2003,15 to 44,All places of birth,320.0,South East
2003,45 to 64,Non-UK born,51.0,South East
2003,45 to 64,UK born,22.0,South East
2003,45 to 64,All places of birth,73.0,South East
2003,65 and older,Non-UK born,25.0,South East
2003,65 and older,UK born,45.0,South East
2003,65 and older,All places of birth,70.0,South East
2004,0 to 14,Non-UK born,9.0,South East
2004,0 to 14,UK born,20.0,South East
2004,0 to 14,All places of birth,29.0,South East
2004,15 to 44,Non-UK born,250.0,South East
2004,15 to 44,UK born,57.0,South East
2004,15 to 44,All places of birth,307.0,South East
2004,45 to 64,Non-UK born,53.0,South East
2004,45 to 64,UK born,37.0,South East
2004,45 to 64,All places of birth,90.0,South East
2004,65 and older,Non-UK born,30.0,South East
2004,65 and older,UK born,49.0,South East
2004,65 and older,All places of birth,79.0,South East
2005,0 to 14,Non-UK born,8.0,South East
2005,0 to 14,UK born,8.0,South East
2005,0 to 14,All places of birth,16.0,South East
2005,15 to 44,Non-UK born,311.0,South East
2005,15 to 44,UK born,45.0,South East
2005,15 to 44,All places of birth,356.0,South East
2005,45 to 64,Non-UK born,56.0,South East
2005,45 to 64,UK born,24.0,South East
2005,45 to 64,All places of birth,80.0,South East
2005,65 and older,Non-UK born,40.0,South East
2005,65 and older,UK born,52.0,South East
2005,65 and older,All places of birth,92.0,South East
2006,0 to 14,Non-UK born,7.0,South East
2006,0 to 14,UK born,4.0,South East
2006,0 to 14,All places of birth,11.0,South East
2006,15 to 44,Non-UK born,294.0,South East
2006,15 to 44,UK born,51.0,South East
2006,15 to 44,All places of birth,345.0,South East
2006,45 to 64,Non-UK born,73.0,South East
2006,45 to 64,UK born,31.0,South East
2006,45 to 64,All places of birth,104.0,South East
2006,65 and older,Non-UK born,37.0,South East
2006,65 and older,UK born,47.0,South East
2006,65 and older,All places of birth,84.0,South East
2007,0 to 14,Non-UK born,10.0,South East
2007,0 to 14,UK born,18.0,South East
2007,0 to 14,All places of birth,28.0,South East
2007,15 to 44,Non-UK born,293.0,South East
2007,15 to 44,UK born,66.0,South East
2007,15 to 44,All places of birth,359.0,South East
2007,45 to 64,Non-UK born,67.0,South East
2007,45 to 64,UK born,33.0,South East
2007,45 to 64,All places of birth,100.0,South East
2007,65 and older,Non-UK born,44.0,South East
2007,65 and older,UK born,48.0,South East
2007,65 and older,All places of birth,92.0,South East
2008,0 to 14,Non-UK born,7.0,South East
2008,0 to 14,UK born,13.0,South East
2008,0 to 14,All places of birth,20.0,South East
2008,15 to 44,Non-UK born,328.0,South East
2008,15 to 44,UK born,43.0,South East
2008,15 to 44,All places of birth,371.0,South East
2008,45 to 64,Non-UK born,72.0,South East
2008,45 to 64,UK born,39.0,South East
2008,45 to 64,All places of birth,111.0,South East
2008,65 and older,Non-UK born,34.0,South East
2008,65 and older,UK born,43.0,South East
2008,65 and older,All places of birth,77.0,South East
2009,0 to 14,Non-UK born,6.0,South East
2009,0 to 14,UK born,16.0,South East
2009,0 to 14,All places of birth,22.0,South East
2009,15 to 44,Non-UK born,343.0,South East
2009,15 to 44,UK born,67.0,South East
2009,15 to 44,All places of birth,410.0,South East
2009,45 to 64,Non-UK born,83.0,South East
2009,45 to 64,UK born,44.0,South East
2009,45 to 64,All places of birth,127.0,South East
2009,65 and older,Non-UK born,42.0,South East
2009,65 and older,UK born,53.0,South East
2009,65 and older,All places of birth,95.0,South East
2010,0 to 14,Non-UK born,10.0,South East
2010,0 to 14,UK born,14.0,South East
2010,0 to 14,All places of birth,24.0,South East
2010,15 to 44,Non-UK born,361.0,South East
2010,15 to 44,UK born,50.0,South East
2010,15 to 44,All places of birth,411.0,South East
2010,45 to 64,Non-UK born,85.0,South East
2010,45 to 64,UK born,36.0,South East
2010,45 to 64,All places of birth,121.0,South East
2010,65 and older,Non-UK born,42.0,South East
2010,65 and older,UK born,48.0,South East
2010,65 and older,All places of birth,90.0,South East
2011,0 to 14,Non-UK born,14.0,South East
2011,0 to 14,UK born,20.0,South East
2011,0 to 14,All places of birth,34.0,South East
2011,15 to 44,Non-UK born,397.0,South East
2011,15 to 44,UK born,77.0,South East
2011,15 to 44,All places of birth,474.0,South East
2011,45 to 64,Non-UK born,99.0,South East
2011,45 to 64,UK born,58.0,South East
2011,45 to 64,All places of birth,157.0,South East
2011,65 and older,Non-UK born,67.0,South East
2011,65 and older,UK born,49.0,South East
2011,65 and older,All places of birth,116.0,South East
2012,0 to 14,Non-UK born,8.0,South East
2012,0 to 14,UK born,24.0,South East
2012,0 to 14,All places of birth,32.0,South East
2012,15 to 44,Non-UK born,365.0,South East
2012,15 to 44,UK born,88.0,South East
2012,15 to 44,All places of birth,453.0,South East
2012,45 to 64,Non-UK born,102.0,South East
2012,45 to 64,UK born,58.0,South East
2012,45 to 64,All places of birth,160.0,South East
2012,65 and older,Non-UK born,56.0,South East
2012,65 and older,UK born,60.0,South East
2012,65 and older,All places of birth,116.0,South East
2013,0 to 14,Non-UK born,4.0,South East
2013,0 to 14,UK born,16.0,South East
2013,0 to 14,All places of birth,20.0,South East
2013,15 to 44,Non-UK born,354.0,South East
2013,15 to 44,UK born,57.0,South East
2013,15 to 44,All places of birth,411.0,South East
2013,45 to 64,Non-UK born,90.0,South East
2013,45 to 64,UK born,43.0,South East
2013,45 to 64,All places of birth,133.0,South East
2013,65 and older,Non-UK born,58.0,South East
2013,65 and older,UK born,56.0,South East
2013,65 and older,All places of birth,114.0,South East
2014,0 to 14,Non-UK born,8.0,South East
2014,0 to 14,UK born,14.0,South East
2014,0 to 14,All places of birth,22.0,South East
2014,15 to 44,Non-UK born,322.0,South East
2014,15 to 44,UK born,60.0,South East
2014,15 to 44,All places of birth,382.0,South East
2014,45 to 64,Non-UK born,111.0,South East
2014,45 to 64,UK born,37.0,South East
2014,45 to 64,All places of birth,148.0,South East
2014,65 and older,Non-UK born,51.0,South East
2014,65 and older,UK born,49.0,South East
2014,65 and older,All places of birth,100.0,South East
2015,0 to 14,Non-UK born,7.0,South East
2015,0 to 14,UK born,5.0,South East
2015,0 to 14,All places of birth,12.0,South East
2015,15 to 44,Non-UK born,258.0,South East
2015,15 to 44,UK born,61.0,South East
2015,15 to 44,All places of birth,319.0,South East
2015,45 to 64,Non-UK born,87.0,South East
2015,45 to 64,UK born,43.0,South East
2015,45 to 64,All places of birth,130.0,South East
2015,65 and older,Non-UK born,53.0,South East
2015,65 and older,UK born,58.0,South East
2015,65 and older,All places of birth,111.0,South East
2016,0 to 14,Non-UK born,1.0,South East
2016,0 to 14,UK born,14.0,South East
2016,0 to 14,All places of birth,15.0,South East
2016,15 to 44,Non-UK born,253.0,South East
2016,15 to 44,UK born,48.0,South East
2016,15 to 44,All places of birth,301.0,South East
2016,45 to 64,Non-UK born,104.0,South East
2016,45 to 64,UK born,38.0,South East
2016,45 to 64,All places of birth,142.0,South East
2016,65 and older,Non-UK born,61.0,South East
2016,65 and older,UK born,32.0,South East
2016,65 and older,All places of birth,93.0,South East
2017,0 to 14,Non-UK born,4.0,South East
2017,0 to 14,UK born,11.0,South East
2017,0 to 14,All places of birth,15.0,South East
2017,15 to 44,Non-UK born,234.0,South East
2017,15 to 44,UK born,68.0,South East
2017,15 to 44,All places of birth,302.0,South East
2017,45 to 64,Non-UK born,85.0,South East
2017,45 to 64,UK born,34.0,South East
2017,45 to 64,All places of birth,119.0,South East
2017,65 and older,Non-UK born,55.0,South East
2017,65 and older,UK born,39.0,South East
2017,65 and older,All places of birth,94.0,South East
2018,0 to 14,Non-UK born,4.0,South East
2018,0 to 14,UK born,12.0,South East
2018,0 to 14,All places of birth,16.0,South East
2018,15 to 44,Non-UK born,193.0,South East
2018,15 to 44,UK born,62.0,South East
2018,15 to 44,All places of birth,255.0,South East
2018,45 to 64,Non-UK born,86.0,South East
2018,45 to 64,UK born,39.0,South East
2018,45 to 64,All places of birth,125.0,South East
2018,65 and older,Non-UK born,47.0,South East
2018,65 and older,UK born,49.0,South East
2018,65 and older,All places of birth,96.0,South East
2019,0 to 14,Non-UK born,1.0,South East
2019,0 to 14,UK born,7.0,South East
2019,0 to 14,All places of birth,8.0,South East
2019,15 to 44,Non-UK born,200.0,South East
2019,15 to 44,UK born,52.0,South East
2019,15 to 44,All places of birth,252.0,South East
2019,45 to 64,Non-UK born,104.0,South East
2019,45 to 64,UK born,50.0,South East
2019,45 to 64,All places of birth,154.0,South East
2019,65 and older,Non-UK born,51.0,South East
2019,65 and older,UK born,32.0,South East
2019,65 and older,All places of birth,83.0,South East
2020,0 to 14,Non-UK born,3.0,South East
2020,0 to 14,UK born,9.0,South East
2020,0 to 14,All places of birth,12.0,South East
2020,15 to 44,Non-UK born,201.0,South East
2020,15 to 44,UK born,40.0,South East
2020,15 to 44,All places of birth,241.0,South East
2020,45 to 64,Non-UK born,75.0,South East
2020,45 to 64,UK born,31.0,South East
2020,45 to 64,All places of birth,106.0,South East
2020,65 and older,Non-UK born,42.0,South East
2020,65 and older,UK born,39.0,South East
2020,65 and older,All places of birth,81.0,South East
2021,0 to 14,Non-UK born,5.0,South East
2021,0 to 14,UK born,3.0,South East
2021,0 to 14,All places of birth,8.0,South East
2021,15 to 44,Non-UK born,252.0,South East
2021,15 to 44,UK born,42.0,South East
2021,15 to 44,All places of birth,294.0,South East
2021,45 to 64,Non-UK born,90.0,South East
2021,45 to 64,UK born,33.0,South East
2021,45 to 64,All places of birth,123.0,South East
2021,65 and older,Non-UK born,56.0,South East
2021,65 and older,UK born,23.0,South East
2021,65 and older,All places of birth,79.0,South East
2022,0 to 14,Non-UK born,6.0,South East
2022,0 to 14,UK born,8.0,South East
2022,0 to 14,All places of birth,14.0,South East
2022,15 to 44,Non-UK born,241.0,South East
2022,15 to 44,UK born,34.0,South East
2022,15 to 44,All places of birth,275.0,South East
2022,45 to 64,Non-UK born,100.0,South East
2022,45 to 64,UK born,32.0,South East
2022,45 to 64,All places of birth,132.0,South East
2022,65 and older,Non-UK born,35.0,South East
2022,65 and older,UK born,24.0,South East
2022,65 and older,All places of birth,59.0,South East
2023,0 to 14,Non-UK born,6.0,South East
2023,0 to 14,UK born,8.0,South East
2023,0 to 14,All places of birth,14.0,South East
2023,15 to 44,Non-UK born,269.0,South East
2023,15 to 44,UK born,44.0,South East
2023,15 to 44,All places of birth,313.0,South East
2023,45 to 64,Non-UK born,112.0,South East
2023,45 to 64,UK born,36.0,South East
2023,45 to 64,All places of birth,148.0,South East
2023,65 and older,Non-UK born,40.0,South East
2023,65 and older,UK born,17.0,South East
2023,65 and older,All places of birth,57.0,South East
2024,0 to 14,Non-UK born,2.0,South East
2024,0 to 14,UK born,6.0,South East
2024,0 to 14,All places of birth,8.0,South East
2024,15 to 44,Non-UK born,322.0,South East
2024,15 to 44,UK born,35.0,South East
2024,15 to 44,All places of birth,357.0,South East
2024,45 to 64,Non-UK born,115.0,South East
2024,45 to 64,UK born,30.0,South East
2024,45 to 64,All places of birth,145.0,South East
2024,65 and older,Non-UK born,49.0,South East
2024,65 and older,UK born,28.0,South East
2024,65 and older,All places of birth,77.0,South East
2001,0 to 14,Non-UK born,1.0,South West
2001,0 to 14,UK born,3.0,South West
2001,0 to 14,All places of birth,4.0,South West
2001,15 to 44,Non-UK born,47.0,South West
2001,15 to 44,UK born,28.0,South West
2001,15 to 44,All places of birth,75.0,South West
2001,45 to 64,Non-UK born,8.0,South West
2001,45 to 64,UK born,31.0,South West
2001,45 to 64,All places of birth,39.0,South West
2001,65 and older,Non-UK born,5.0,South West
2001,65 and older,UK born,61.0,South West
2001,65 and older,All places of birth,66.0,South West
2002,0 to 14,Non-UK born,3.0,South West
2002,0 to 14,UK born,3.0,South West
2002,0 to 14,All places of birth,6.0,South West
2002,15 to 44,Non-UK born,62.0,South West
2002,15 to 44,UK born,23.0,South West
2002,15 to 44,All places of birth,85.0,South West
2002,45 to 64,Non-UK born,13.0,South West
2002,45 to 64,UK born,24.0,South West
2002,45 to 64,All places of birth,37.0,South West
2002,65 and older,Non-UK born,11.0,South West
2002,65 and older,UK born,49.0,South West
2002,65 and older,All places of birth,60.0,South West
2003,0 to 14,Non-UK born,3.0,South West
2003,0 to 14,UK born,0.0,South West
2003,0 to 14,All places of birth,3.0,South West
2003,15 to 44,Non-UK born,70.0,South West
2003,15 to 44,UK born,20.0,South West
2003,15 to 44,All places of birth,90.0,South West
2003,45 to 64,Non-UK born,14.0,South West
2003,45 to 64,UK born,36.0,South West
2003,45 to 64,All places of birth,50.0,South West
2003,65 and older,Non-UK born,5.0,South West
2003,65 and older,UK born,31.0,South West
2003,65 and older,All places of birth,36.0,South West
2004,0 to 14,Non-UK born,2.0,South West
2004,0 to 14,UK born,7.0,South West
2004,0 to 14,All places of birth,9.0,South West
2004,15 to 44,Non-UK born,99.0,South West
2004,15 to 44,UK born,32.0,South West
2004,15 to 44,All places of birth,131.0,South West
2004,45 to 64,Non-UK born,21.0,South West
2004,45 to 64,UK born,24.0,South West
2004,45 to 64,All places of birth,45.0,South West
2004,65 and older,Non-UK born,12.0,South West
2004,65 and older,UK born,35.0,South West
2004,65 and older,All places of birth,47.0,South West
2005,0 to 14,Non-UK born,4.0,South West
2005,0 to 14,UK born,3.0,South West
2005,0 to 14,All places of birth,7.0,South West
2005,15 to 44,Non-UK born,94.0,South West
2005,15 to 44,UK born,31.0,South West
2005,15 to 44,All places of birth,125.0,South West
2005,45 to 64,Non-UK born,19.0,South West
2005,45 to 64,UK born,37.0,South West
2005,45 to 64,All places of birth,56.0,South West
2005,65 and older,Non-UK born,7.0,South West
2005,65 and older,UK born,52.0,South West
2005,65 and older,All places of birth,59.0,South West
2006,0 to 14,Non-UK born,3.0,South West
2006,0 to 14,UK born,4.0,South West
2006,0 to 14,All places of birth,7.0,South West
2006,15 to 44,Non-UK born,123.0,South West
2006,15 to 44,UK born,21.0,South West
2006,15 to 44,All places of birth,144.0,South West
2006,45 to 64,Non-UK born,24.0,South West
2006,45 to 64,UK born,26.0,South West
2006,45 to 64,All places of birth,50.0,South West
2006,65 and older,Non-UK born,10.0,South West
2006,65 and older,UK born,36.0,South West
2006,65 and older,All places of birth,46.0,South West
2007,0 to 14,Non-UK born,2.0,South West
2007,0 to 14,UK born,6.0,South West
2007,0 to 14,All places of birth,8.0,South West
2007,15 to 44,Non-UK born,115.0,South West
2007,15 to 44,UK born,30.0,South West
2007,15 to 44,All places of birth,145.0,South West
2007,45 to 64,Non-UK born,25.0,South West
2007,45 to 64,UK born,24.0,South West
2007,45 to 64,All places of birth,49.0,South West
2007,65 and older,Non-UK born,8.0,South West
2007,65 and older,UK born,37.0,South West
2007,65 and older,All places of birth,45.0,South West
2008,0 to 14,Non-UK born,4.0,South West
2008,0 to 14,UK born,4.0,South West
2008,0 to 14,All places of birth,8.0,South West
2008,15 to 44,Non-UK born,106.0,South West
2008,15 to 44,UK born,33.0,South West
2008,15 to 44,All places of birth,139.0,South West
2008,45 to 64,Non-UK born,21.0,South West
2008,45 to 64,UK born,24.0,South West
2008,45 to 64,All places of birth,45.0,South West
2008,65 and older,Non-UK born,10.0,South West
2008,65 and older,UK born,30.0,South West
2008,65 and older,All places of birth,40.0,South West
2009,0 to 14,Non-UK born,8.0,South West
2009,0 to 14,UK born,8.0,South West
2009,0 to 14,All places of birth,16.0,South West
2009,15 to 44,Non-UK born,109.0,South West
2009,15 to 44,UK born,30.0,South West
2009,15 to 44,All places of birth,139.0,South West
2009,45 to 64,Non-UK born,18.0,South West
2009,45 to 64,UK born,32.0,South West
2009,45 to 64,All places of birth,50.0,South West
2009,65 and older,Non-UK born,11.0,South West
2009,65 and older,UK born,29.0,South West
2009,65 and older,All places of birth,40.0,South West
2010,0 to 14,Non-UK born,3.0,South West
2010,0 to 14,UK born,2.0,South West
2010,0 to 14,All places of birth,5.0,South West
2010,15 to 44,Non-UK born,88.0,South West
2010,15 to 44,UK born,29.0,South West
2010,15 to 44,All places of birth,117.0,South West
2010,45 to 64,Non-UK born,26.0,South West
2010,45 to 64,UK born,30.0,South West
2010,45 to 64,All places of birth,56.0,South West
2010,65 and older,Non-UK born,8.0,South West
2010,65 and older,UK born,47.0,South West
2010,65 and older,All places of birth,55.0,South West
2011,0 to 14,Non-UK born,1.0,South West
2011,0 to 14,UK born,6.0,South West
2011,0 to 14,All places of birth,7.0,South West
2011,15 to 44,Non-UK born,112.0,South West
2011,15 to 44,UK born,44.0,South West
2011,15 to 44,All places of birth,156.0,South West
2011,45 to 64,Non-UK born,30.0,South West
2011,45 to 64,UK born,29.0,South West
2011,45 to 64,All places of birth,59.0,South West
2011,65 and older,Non-UK born,7.0,South West
2011,65 and older,UK born,48.0,South West
2011,65 and older,All places of birth,55.0,South West
2012,0 to 14,Non-UK born,2.0,South West
2012,0 to 14,UK born,9.0,South West
2012,0 to 14,All places of birth,11.0,South West
2012,15 to 44,Non-UK born,129.0,South West
2012,15 to 44,UK born,40.0,South West
2012,15 to 44,All places of birth,169.0,South West
2012,45 to 64,Non-UK born,27.0,South West
2012,45 to 64,UK born,34.0,South West
2012,45 to 64,All places of birth,61.0,South West
2012,65 and older,Non-UK born,9.0,South West
2012,65 and older,UK born,31.0,South West
2012,65 and older,All places of birth,40.0,South West
2013,0 to 14,Non-UK born,3.0,South West
2013,0 to 14,UK born,8.0,South West
2013,0 to 14,All places of birth,11.0,South West
2013,15 to 44,Non-UK born,107.0,South West
2013,15 to 44,UK born,42.0,South West
2013,15 to 44,All places of birth,149.0,South West
2013,45 to 64,Non-UK born,29.0,South West
2013,45 to 64,UK born,45.0,South West
2013,45 to 64,All places of birth,74.0,South West
2013,65 and older,Non-UK born,17.0,South West
2013,65 and older,UK born,56.0,South West
2013,65 and older,All places of birth,73.0,South West
2014,0 to 14,Non-UK born,8.0,South West
2014,0 to 14,UK born,3.0,South West
2014,0 to 14,All places of birth,11.0,South West
2014,15 to 44,Non-UK born,118.0,South West
2014,15 to 44,UK born,46.0,South West
2014,15 to 44,All places of birth,164.0,South West
2014,45 to 64,Non-UK born,34.0,South West
2014,45 to 64,UK born,35.0,South West
2014,45 to 64,All places of birth,69.0,South West
2014,65 and older,Non-UK born,11.0,South West
2014,65 and older,UK born,49.0,South West
2014,65 and older,All places of birth,60.0,South West
2015,0 to 14,Non-UK born,0.0,South West
2015,0 to 14,UK born,6.0,South West
2015,0 to 14,All places of birth,6.0,South West
2015,15 to 44,Non-UK born,108.0,South West
2015,15 to 44,UK born,39.0,South West
2015,15 to 44,All places of birth,147.0,South West
2015,45 to 64,Non-UK born,29.0,South West
2015,45 to 64,UK born,38.0,South West
2015,45 to 64,All places of birth,67.0,South West
2015,65 and older,Non-UK born,11.0,South West
2015,65 and older,UK born,40.0,South West
2015,65 and older,All places of birth,51.0,South West
2016,0 to 14,Non-UK born,1.0,South West
2016,0 to 14,UK born,1.0,South West
2016,0 to 14,All places of birth,2.0,South West
