utla,year,population,pct_age_65plus,pct_age_15_44,intl_in_per_1000,hiv_prev,diabetes_prev,tb_count,qty_anti_tnf,qty_antituberculosis,qty_calcineurin_antiproliferative,qty_jak_inhibitor,qty_other_biologic,qty_systemic_corticosteroid,cost_anti_tnf,cost_antituberculosis,cost_calcineurin_antiproliferative,cost_jak_inhibitor,cost_other_biologic,cost_systemic_corticosteroid,pct_non_uk_born,rate_antituberculosis,costrate_antituberculosis,rate_anti_tnf,costrate_anti_tnf,rate_other_biologic,costrate_other_biologic,rate_jak_inhibitor,costrate_jak_inhibitor,rate_systemic_corticosteroid,costrate_systemic_corticosteroid,rate_calcineurin_antiproliferative,costrate_calcineurin_antiproliferative
E06000005,2014,105825,18.943538861327664,36.62650602409639,3.21285140562249,0.872686565,6.83158176430404,6,,,,,,,,,,,,,7.8214570617590855,,,,,,,,,,,,
E06000005,2015,105988,19.201230327961657,36.0465335698381,3.755142091557535,0.975383937,7.13599925967912,5,,,,,,,,,,,,,7.8214570617590855,,,,,,,,,,,,
E06000005,2016,106258,19.445124131830077,35.572850985337574,3.990287790095804,0.977695286,7.43655231126757,7,,,,,,,,,,,,,7.8214570617590855,,,,,,,,,,,,
E06000005,2017,106541,19.792380398156578,35.07851437474775,3.576088078767798,1.069179296,7.52498395525809,2,,,,,,,,,,,,,7.8214570617590855,,,,,,,,,,,,
E06000005,2018,106411,20.05901645506573,34.87797314187443,3.4582890866545752,1.20744586,7.69731433269389,5,,,,,,,,,,,,,7.8214570617590855,,,,,,,,,,,,
E06000005,2019,106532,20.348815379416514,34.733225697443025,3.182142454849247,1.279956937,7.80436336407883,2,495886.62098369445,1444.0778040440491,8356414.391825484,80548.7377712708,632902.5107193727,1298502.6511887365,2264401.3511346737,3013.1154248904463,56765.67405971096,196651.9296651627,1365567.5908409422,35460.39821031511,7.8214570617590855,13.555343033492743,28.283665235708014,4654.813774111953,21255.597859184785,5940.961501890255,12818.379368086042,756.0989915825367,1845.942342818709,12188.850779002896,332.8614708286253,78440.41594849889,532.8509185945159
E06000005,2020,106827,20.4695442163498,34.70938994823406,3.641401518342741,1.123953581,7.98696922039991,8,512489.7367572935,1236.07132435515,9068940.435006203,86789.97747038848,592963.321192676,1008493.3974335736,2804054.467097363,3852.699206333401,75728.29193842909,287228.93982424843,1827039.4181623918,33433.960387534185,7.8214570617590855,11.570776342639501,36.06484508910108,4797.380219956505,26248.555768648028,5550.687758644125,17102.786918685277,812.4348476545113,2688.7298138508845,9440.435446409369,312.9729411809204,84893.71071925826,708.8871908640052
E06000005,2021,108210,20.581277146289622,35.08363367526107,3.631827003049626,1.206970692,8.17777974720004,2,520930.3340696341,1178.0923872885057,9698906.974494902,97067.35822411157,644808.8643436597,1148559.6048484624,2750458.2010159763,4246.165670015212,75389.72594294719,332319.73782152403,2001959.061970084,38583.64035139811,7.8214570617590855,10.887093496797945,39.24004870173932,4814.068330742391,25417.78209976875,5958.865764196098,18500.684428149747,897.0276150458512,3071.063097879346,10614.172487279016,356.56261298769164,89630.41284996676,696.6983267992532
E06000005,2022,109364,20.7856332979774,35.23188617826707,8.05566731282689,1.214329123,8.52158304876981,1,607325.172543495,944.3435481929338,10011389.007632744,147124.9568439852,747140.283336994,1226746.789292587,3215736.557540761,3653.5166649713738,74722.87731022055,393323.0540202061,2465273.218540767,40036.16271779459,7.8214570617590855,8.634866575773874,33.40694072063361,5553.245789688517,29403.97715464651,6831.683948438188,22541.90792711283,1345.2777590796347,3596.4581948374794,11217.09876460798,366.0817336399052,91541.90599861694,683.2493079095548
E06000005,2023,110776,21.02621506463494,35.51942659059724,10.33617390048386,1.238309383,8.73776992371019,1,693872.062153391,1171.356351200217,10013738.355009364,330100.7083039032,824543.068292056,1254463.363604626,3535280.4353061323,4357.301483663989,78881.18475453656,442277.2836984147,2672114.3795214845,40105.319895921675,7.8214570617590855,10.57409864230715,39.33434573972691,6263.739999218161,31913.775865766343,7443.336718170505,24121.780706303573,2979.893734237589,3992.537045013493,11324.324434937404,362.0397910731717,90396.28037670041,712.0782909162324
E06000005,2024,112150,21.29736959429336,35.79402585822559,10.726705305394562,1.375691891,9.529192215,4,769287.9795083185,1449.5457003929355,10507643.69259011,859072.4298595396,905075.5629038755,1399996.7875290352,4014445.726953324,6027.198290915129,96401.01190036541,660913.5355747887,2816063.7307787384,41949.49254343339,7.8214570617590855,12.925061974078783,53.74229416776754,6859.455902882911,35795.325251478585,8070.223476628405,25109.796975289686,7660.0305827868,5893.121137537127,12483.252675247752,374.04808331193396,93692.76587240401,859.5721078944754
E06000006,2011,125722,14.832726173621165,38.98840298436232,,0.532141328,,0,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2012,125596,15.596038090385044,38.36746393197235,1.9586611038568107,0.617192864,7.19779048056016,0,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2013,125889,16.08242181604429,38.03509440856627,1.827006330974112,0.633722126,7.33855523066338,2,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2014,126335,16.55993984248229,37.77575493726996,1.978865714172636,0.703615487,7.55536323396208,5,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2015,126464,16.932882085020243,37.411437246963565,2.522456983805668,0.760394335,7.97922067908671,2,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2016,126851,17.40151831676534,36.93545971257617,4.304262481178706,0.87274313,8.16499044215825,0,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2017,127038,17.730127993198884,36.452872368897495,3.14079251877391,0.973683119,8.167688224399,2,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2018,127873,17.95218693547504,36.24846527413919,3.2688683302964656,0.932989419,8.30829128158606,2,,,,,,,,,,,,,4.784621969726444,,,,,,,,,,,,
E06000006,2019,128456,18.23503767827116,36.32761412468083,4.0870025534035,0.958444595,8.37116806123598,1,369029.3712675086,2382.2548381881675,9238022.60842782,66225.92477737801,407603.4226337784,1484725.3421070473,1417118.5874737059,4369.691510071285,85769.35179613654,127862.08244444715,710235.2822453522,51770.268609892664,4.784621969726444,18.54529829815787,34.01702925570845,2872.8075860022777,11031.937686629708,3173.0975792004924,5529.016022960019,515.5533784126706,995.3764903503701,11558.240503417881,403.01946666479313,71915.8514077024,667.6943996087107
E06000006,2020,128508,18.4058580010583,36.45920876521306,2.6690945310797773,0.889448404,8.41262452285634,1,417251.08550566435,2131.138108965664,11772957.308205348,100067.57034184321,397772.522612271,1249007.5341590696,2098792.4910587366,6908.866086194042,126571.18044123116,247565.9376965684,1098056.9748219785,50974.48730091637,4.784621969726444,16.58369991724767,53.762147774411254,3246.8880186888314,16331.998716490307,3095.3133082163836,8544.658502365444,778.6874773698386,1926.46323728148,9719.29789708866,396.66392209758436,91612.64130019413,984.9284125597718
E06000006,2021,128570,18.80376448627207,36.4634051489461,2.5822509138990437,0.967856288,8.44639997054438,0,513623.84663022566,2284.4459056820406,12939219.817241339,121698.59609129056,487036.9882259446,1569043.85011794,2553842.815814561,7733.543159645062,131737.19930552586,356821.0896731824,1445721.5523371818,59200.80016974818,4.784621969726444,17.768110023193906,60.15044846888902,3994.896528196513,19863.442605697765,3788.107554063503,11244.625902910335,946.555153545077,2775.3059786356257,12203.80998769495,460.45578416230984,100639.49457292788,1024.6340460879355
E06000006,2022,129362,18.94760439696356,36.64445509500472,12.128754966682642,1.051280618,8.59904973771662,4,491914.61015063594,2241.7240982091575,15022443.117396612,208673.15080562356,498937.15223501844,1662383.1040573092,2484708.2629716964,7673.393450402564,136900.62406269467,442417.3198055399,1549886.0575557612,59458.22927644859,4.784621969726444,17.32907730407042,59.31721409998735,3802.620631643264,19207.404515790542,3856.906604992335,11980.999501830222,1613.094655351831,3419.994432720118,12850.629273336135,459.6267008584328,116127.17117388887,1058.2754136662595
E06000006,2023,130202,19.08112010568194,37.04397781908112,11.781693061550516,1.115206242,8.75316633830566,3,625818.4513173894,3638.358300482787,17459068.03259671,259938.1923216401,637673.698764268,1890657.089211606,3159210.3571545044,14711.176335443215,158539.57867872773,361693.38460205996,2033816.9176805695,64681.201542445844,4.784621969726444,27.943950941481596,112.98732995993315,4806.519495225798,24263.915739808177,4897.572224422574,15620.473707627913,1996.4224230168516,2777.940312760633,14520.952744286617,496.77579102045934,134092.16473323538,1217.643190417411
E06000006,2024,131247,19.374919045768664,37.20618376039072,11.65740931221285,1.123866081,8.900853531,4,682760.0405455416,4504.771556831253,18428900.3792826,394503.12819029455,704880.91457766,2101964.8964196453,3414334.2952988697,17215.430337363206,161236.1198816671,580447.3135172154,2285479.354513041,75180.13053326338,4.784621969726444,34.32285352679492,131.16818165263365,5202.1001664460255,26014.57020197696,5370.644011502435,17413.574058934995,3005.8068237010716,4422.556809048706,16015.336704226725,572.8140874325766,140413.87901653067,1228.4937551461528
E06000007,2011,202709,16.036781790645705,39.16747653039579,,0.649874151,,6,,,,,,,,,,,,,9.365298297003044,,,,,,,,,,,,
E06000007,2012,203914,16.657512480751688,38.6319723020489,5.178653746187118,0.689989388,6.09719055818635,9,,,,,,,,,,,,,9.365298297003044,,,,,,,,,,,,
