drug,model,term,irr_10pct,ci_low,ci_high,upper90,se_log_irr_10pct,p,n_obs,n_areas,years,q_fdr,max_compatible_paf_pct
proton_pump_inhibitors,EPD exposure only (t-1),exposure_lag1,1.0010013428280262,0.9583674728913646,1.045531820190535,1.038243779687741,0.022206547441527336,0.9640517747531694,2939,294,2015-2024,,38.243779687741025
proton_pump_inhibitors,ADQ measure (t-1),exposure_lag1,0.9997803262972548,0.9383337090482831,1.0652507644267224,1.0544466587900743,0.03236220858943519,0.994583430135704,2939,294,2015-2024,,54.44665879007421
statins,primary (t-1),exposure_lag1,0.9996008624637358,0.9597135645106477,1.041145943110361,1.03435443478895,0.0207761184337172,0.9846694342250085,3233,294,2014-2024,0.9846694342250085,34.354434788949916
statins,FE only (t-1),exposure_lag1,0.9739694125855991,0.9326985641967535,1.0170664489757117,1.0100136775288588,0.022090731074889746,0.232494846463138,3234,294,2014-2024,,10.013677528858835
statins,"distributed lag (t, t-1, t-2)",exposure,1.01289327743452,0.9423796195333843,1.0886831274853337,1.0761307950177423,0.03681528530113297,0.7278575748555816,3233,294,2014-2024,,76.13079501774227
statins,"distributed lag (t, t-1, t-2)",exposure_lag1,1.0221861927821339,0.9416228969894873,1.109642316531412,1.0950981969594253,0.04188472761699882,0.6003439247425677,3233,294,2014-2024,,95.09819695942525
statins,"distributed lag (t, t-1, t-2)",exposure_lag2,0.9653569819107307,0.8979647837736415,1.037806960098684,1.0258067394989019,0.03692199547327315,0.33962137799071856,3233,294,2014-2024,,25.806739498901866
statins,"lag and lead (t-1, t+1)",exposure_lag1,1.0050128157670002,0.95303986010083,1.059820058049883,1.050814307356198,0.027091246796065522,0.8535645225359267,2939,294,2014-2023,,50.814307356197915
statins,"lag and lead (t-1, t+1)",exposure_lag-1,0.992228606895858,0.9290170145699203,1.0597412026929005,1.0485890247991587,0.03358493758113438,0.8163057814075173,2939,294,2014-2023,,48.58902479915868
statins,prior 3 years (t-3..t-1),exposure_prior3,0.9950757105620849,0.9515223236053348,1.0406226372060774,1.0331644220375429,0.02283452925128755,0.8288445354502018,3233,294,2014-2024,,33.164422037542856
statins,+ area trends (t-1),exposure_lag1,0.9962782460776195,0.9442257329630156,1.0512002680680763,1.0421735487259602,0.027378224816419567,0.8916694506265449,3233,294,2014-2024,,42.1735487259602
statins,population covariate (t-1),exposure_lag1,0.9994977921898361,0.9593415522013408,1.0413348971490122,1.034494840303955,0.020921315821711754,0.9808441301937798,3233,294,2014-2024,,34.49484030395508
statins,+ LTBI programme (t-1),exposure_lag1,1.004611430216313,0.9639290141823271,1.0470108388400137,1.0400778894129172,0.0210910479440752,0.8273189628792226,3233,294,2014-2024,,40.0778894129172
statins,+ asylum support (t-1),exposure_lag1,1.0085291025170415,0.9653821914329971,1.0536044269824547,1.0462266027431366,0.022308233662991523,0.7034195259815847,2353,291,2015-2024,,46.226602743136574
statins,exclude COVID years (t-1),exposure_lag1,0.9913701675066755,0.9506473825594955,1.033837390238336,1.0268915993215375,0.021400401030756105,0.6854732961405451,2351,294,2014-2024,,26.891599321537484
statins,outcome years 2018-2024 (t-1),exposure_lag1,0.9973704289740398,0.9361873330178779,1.0625520528943795,1.0517961577925878,0.032299309181893145,0.93502854971167,2058,294,2018-2024,,51.79615779258779
statins,EPD exposure only (t-1),exposure_lag1,1.008772224657123,0.9686016155313518,1.0506088209252449,1.0437699005961842,0.02073257823897388,0.673559377940649,2939,294,2015-2024,,43.7699005961842
statins,ADQ measure (t-1),exposure_lag1,1.0024349115207993,0.9633107827772218,1.043148036751607,1.0364950522848406,0.02031181001354035,0.9046962970627449,2939,294,2015-2024,,36.49505228484059
metformin,primary (t-1),exposure_lag1,0.9692264863373482,0.9382758704063969,1.0011980606630735,0.9959895364397321,0.016558319353700886,0.05906767283663734,3234,294,2014-2024,0.7678797468762854,0.0
