scenario,seed,log_irr_10pct,p,rejected_two_sided,detected_correct_direction
No effect,389,-0.0189552200133816,0.3648318010253656,False,False
No effect,390,-0.004894743775478123,0.735188407392612,False,False
No effect,391,0.01700049448879468,0.3184604948569352,False,False
No effect,392,0.0023096161916317023,0.8938605680955785,False,False
No effect,393,0.004724190927311971,0.7794018289465506,False,False
No effect,394,0.00016135912058411482,0.9911849807138574,False,False
No effect,395,-0.00458479169582929,0.743379741144349,False,False
No effect,396,-0.024104351914538635,0.09251122985775488,False,False
No effect,397,0.013894662041033996,0.32808184003419627,False,False
No effect,398,-0.021331511795572845,0.13767065707291595,False,False
No effect,399,0.009894526369385348,0.6008298032500967,False,False
No effect,400,-0.02732838272227976,0.13303744173159843,False,False
No effect,401,0.004704291264309337,0.8100598419407163,False,False
No effect,402,-0.02513071757599673,0.10399694454095777,False,False
No effect,403,-0.0030107381977858933,0.8621442199729498,False,False
No effect,404,-0.013710405730538017,0.3868530549379956,False,False
No effect,405,0.021831362073674903,0.1795655954198968,False,False
No effect,406,0.024174185450622086,0.16787433292907705,False,False
No effect,407,0.014398531714166843,0.4296335425581257,False,False
No effect,408,-0.011137221184768906,0.48734038034111127,False,False
No effect,409,0.007872365164488885,0.538215082250396,False,False
No effect,410,-0.01722520550689338,0.37234552224479833,False,False
No effect,411,0.008552609784556608,0.6286882312368998,False,False
No effect,412,-0.008763936637330121,0.5785363190604438,False,False
No effect,413,0.044266426431219766,0.004909076776640495,True,True
No effect,414,0.03651430632052971,0.012637392093735761,True,True
