outcome,exposure,model,lag_years,n_obs,years,irr_per_10pct,ci_low,ci_high,p,leave_one_region_out_range,analysis
"TB, Non-UK born",rate_proton_pump_inhibitors,FE only,3,54,2017-2024,1.0712895947053567,0.9331726751680679,1.2298489082069073,0.2831717951053462,1.009-1.104,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_proton_pump_inhibitors,FE + migration + age,3,54,2017-2024,1.0154349237884064,0.8524145315027509,1.2096322227536296,0.8450831087210289,0.899-1.063,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_proton_pump_inhibitors,FE only,-1,99,2013-2023,1.0337788313185168,0.8545001272307359,1.2506711678858577,0.6980516703844029,0.945-1.259,lead (falsification)
"TB, Non-UK born",rate_proton_pump_inhibitors,FE + migration + age,-1,99,2013-2023,1.1482453083457795,0.9505743635198983,1.387021719432785,0.13002750129880472,1.089-1.256,lead (falsification)
"TB, Non-UK born",rate_proton_pump_inhibitors,FE only,-2,99,2012-2022,0.9738168122551961,0.7586697037284068,1.2499763456619548,0.8125725064209326,0.866-1.304,lead (falsification)
"TB, Non-UK born",rate_proton_pump_inhibitors,FE + migration + age,-2,99,2012-2022,1.1921359331755794,0.973220060534203,1.4602946864744197,0.08083094404343072,1.089-1.306,lead (falsification)
"TB, Non-UK born",rate_proton_pump_inhibitors,FE only,-3,90,2012-2021,0.9508275975779905,0.7414518679031383,1.2193281309988406,0.652621221242927,0.850-1.353,lead (falsification)
"TB, Non-UK born",rate_proton_pump_inhibitors,FE + migration + age,-3,90,2012-2021,1.2486867108205488,1.018146794698218,1.5314279924065355,0.03641699250370144,1.154-1.371,lead (falsification)
"TB, Non-UK born",rate_statins,FE only,1,90,2015-2024,1.039274905317867,0.8576385299109839,1.259379436853853,0.6560759855613486,0.958-1.098,lagged exposure
"TB, Non-UK born",rate_statins,FE + migration + age,1,90,2015-2024,1.0304513722786033,0.8509880743407143,1.2477613525353901,0.7270926058760637,0.959-1.105,lagged exposure
"TB, Non-UK born",rate_statins,FE only,2,81,2016-2024,1.0886543231546055,0.9103431565564915,1.301891739161623,0.30536602627399506,1.012-1.131,lagged exposure
"TB, Non-UK born",rate_statins,FE + migration + age,2,81,2016-2024,1.0463102929368897,0.8824514725725214,1.2405953903779228,0.5569501659014562,0.940-1.107,lagged exposure
"TB, Non-UK born",rate_statins,FE only,3,72,2017-2024,1.0534043716564825,0.8884591309594814,1.2489722166810564,0.5011020603359183,0.987-1.084,lagged exposure
"TB, Non-UK born",rate_statins,FE + migration + age,3,72,2017-2024,0.982402261030337,0.8059588666599921,1.1974732736387512,0.8413251150634252,0.820-1.016,lagged exposure
"TB, Non-UK born",rate_statins,FE only,1,72,2015-2024,1.0485799719594968,0.857044379240636,1.2829206797538106,0.6023657507191611,0.963-1.109,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE + migration + age,1,72,2015-2024,1.0163689224911627,0.8351904948159065,1.2368505065823854,0.853508417217899,0.909-1.094,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE only,2,63,2016-2024,1.0973792947042733,0.9128257283795671,1.3192455898273125,0.27806143053938914,1.020-1.142,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE + migration + age,2,63,2016-2024,1.049873683884496,0.8761246542745461,1.2580798254397731,0.5522807894785964,0.933-1.121,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE only,3,54,2017-2024,1.0603201263942614,0.8959204984104094,1.2548867588491373,0.4458883403077958,0.999-1.088,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE + migration + age,3,54,2017-2024,0.9888192956390264,0.7873732373556821,1.2418044620258952,0.91218939077356,0.797-1.030,"lagged, excluding 2020-21"
"TB, Non-UK born",rate_statins,FE only,-1,99,2013-2023,1.031329630569601,0.7715274004044871,1.3786170216808848,0.8125445954738397,0.911-1.280,lead (falsification)
"TB, Non-UK born",rate_statins,FE + migration + age,-1,99,2013-2023,1.1407255997613732,0.8397225369323834,1.5496248304881746,0.3506671706231786,1.046-1.286,lead (falsification)
"TB, Non-UK born",rate_statins,FE only,-2,99,2012-2022,0.9727292454059131,0.6910060414950338,1.369311016182711,0.85672884276923,0.848-1.357,lead (falsification)
"TB, Non-UK born",rate_statins,FE + migration + age,-2,99,2012-2022,1.2155968670218027,0.8886791383109055,1.6627775756296141,0.18859351475849048,1.074-1.363,lead (falsification)
"TB, Non-UK born",rate_statins,FE only,-3,90,2012-2021,0.9575676063089943,0.6611479246672537,1.3868843664809472,0.7940488620901641,0.831-1.428,lead (falsification)
"TB, Non-UK born",rate_statins,FE + migration + age,-3,90,2012-2021,1.2836182021584317,0.9356416799999229,1.7610114257763507,0.10611040653260527,1.128-1.499,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE only,1,90,2015-2024,1.2192065462196429,0.7812446228993482,1.9026877866093665,0.3345015133271388,1.057-1.439,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,1,90,2015-2024,1.3379958049589844,0.7387345881611626,2.423377492779969,0.2910564073786093,1.118-1.635,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE only,2,81,2016-2024,1.0163482991959412,0.6185823267757211,1.6698890682226093,0.9418174236667672,0.842-1.152,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,2,81,2016-2024,1.0590325232057858,0.5371538803973582,2.08794895864468,0.8503752626572204,0.910-1.279,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE only,3,72,2017-2024,0.9960372481290034,0.537225529959121,1.846692207155324,0.9885300673974984,0.885-1.188,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,3,72,2017-2024,1.0857340049668502,0.4417198911187915,2.668701032583424,0.8382270378592135,0.715-1.402,lagged exposure
"TB, UK born aged 65+",ocs_per_1000,FE only,1,72,2015-2024,1.253805998996434,0.8558469187182658,1.8368115240442187,0.20911936866409542,1.164-1.459,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,1,72,2015-2024,1.539949604787762,0.7937699503038899,2.9875718832365625,0.17141133574563905,1.245-1.865,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE only,2,63,2016-2024,1.0333336347907278,0.7028791202913339,1.5191494098547667,0.8493332905005588,0.844-1.091,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,2,63,2016-2024,1.190062483483409,0.572020941216285,2.4758686484158035,0.5988230884611303,0.991-1.412,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE only,3,54,2017-2024,0.9818342316173848,0.5321758832594329,1.8114283053780478,0.9466622815534624,0.835-1.127,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,3,54,2017-2024,1.1425127067277476,0.5487101637672391,2.3789158124435303,0.6863086257960002,0.718-1.313,"lagged, excluding 2020-21"
"TB, UK born aged 65+",ocs_per_1000,FE only,-1,99,2013-2023,1.388586417698932,0.9444556757328432,2.04156985760269,0.08511645337566281,1.119-1.465,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,-1,99,2013-2023,1.4399882718547716,0.9677305508235855,2.1427103043451368,0.06727570810282803,1.195-1.754,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE only,-2,99,2012-2022,1.4146729924634245,1.177160603785212,1.7001075886927852,0.002437261435063182,1.349-1.488,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,-2,99,2012-2022,1.5925030595879373,1.0444433309158323,2.4281508816501924,0.03451030492413706,1.466-1.855,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE only,-3,90,2012-2021,1.28521082278689,0.9228072075883881,1.7899371021658883,0.11881625481802899,1.170-1.518,lead (falsification)
"TB, UK born aged 65+",ocs_per_1000,FE + migration + age,-3,90,2012-2021,1.4520930770119929,1.0072339357303612,2.0934305621634928,0.04657622627201763,1.294-1.661,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE only,1,90,2015-2024,1.208691580005271,0.9363453466168193,1.5602526790507962,0.12526544538686316,1.148-1.340,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,1,90,2015-2024,1.2113559602316804,0.8633478947368058,1.6996430654830665,0.22800433274649526,1.099-1.400,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE only,2,81,2016-2024,1.2156359312166858,0.8402227693704142,1.7587844213890615,0.2575236673167509,1.133-1.420,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,2,81,2016-2024,1.2649059818718664,0.8280232947083958,1.932297259268167,0.2367639430389798,1.157-1.560,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE only,3,72,2017-2024,1.1941297605242327,0.5202062115127563,2.741116606091688,0.6356910162211469,0.975-1.584,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,3,72,2017-2024,1.2757906620839925,0.7286775401005047,2.233692852995325,0.34531572652895387,1.071-1.442,lagged exposure
"TB, UK born aged 65+",pred_mg_per_resident,FE only,1,72,2015-2024,1.3269396933974837,0.9352801889915834,1.8826111903559772,0.09918184970881777,1.263-1.516,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,1,72,2015-2024,1.4465466979450117,0.844011842864076,2.479227474148847,0.15272969474627407,1.276-1.874,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE only,2,63,2016-2024,1.2118881877831715,0.8501842960262522,1.7274760149686763,0.24656252027023803,1.135-1.421,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,2,63,2016-2024,1.3308315196362934,0.8461136238311029,2.0932324971178895,0.18370364853041418,1.213-1.686,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE only,3,54,2017-2024,1.030567572261909,0.41682025484411855,2.548027617791739,0.9407427637953482,0.817-1.383,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,3,54,2017-2024,1.1464193211542344,0.6468751738077199,2.031732416285924,0.5969178774614797,0.915-1.231,"lagged, excluding 2020-21"
"TB, UK born aged 65+",pred_mg_per_resident,FE only,-1,99,2013-2023,1.314818939752551,0.8067147858417251,2.1429492488206328,0.23240813739051674,1.123-1.497,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,-1,99,2013-2023,1.3414169915360088,0.900779593142338,1.9976024755449604,0.12737916531785531,1.147-1.607,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE only,-2,99,2012-2022,1.2895838256618095,0.8334883793329997,1.9952605034990263,0.21591105152175674,1.120-1.405,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,-2,99,2012-2022,1.4018395926390306,0.8309320357003536,2.3649999747982124,0.1747149659872313,1.177-1.743,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE only,-3,90,2012-2021,1.2313966546194528,0.8281821079243565,1.830923062088752,0.2607972222599654,1.081-1.346,lead (falsification)
"TB, UK born aged 65+",pred_mg_per_resident,FE + migration + age,-3,90,2012-2021,1.2770957943559391,0.848013015522951,1.923288485089868,0.2056578275606893,1.103-1.469,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE only,1,90,2015-2024,1.078170844896448,0.8542915297474297,1.3607209369480675,0.47717779553037054,1.033-1.485,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,1,90,2015-2024,1.2274418641022922,0.9722340528252935,1.5496407736107571,0.07716477200669711,1.184-1.824,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE only,2,81,2016-2024,0.9368606352782622,0.8228559918885259,1.0666603373933918,0.27983414417818875,0.889-0.997,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,2,81,2016-2024,1.0176139877600185,0.8308983372892772,1.246287519918727,0.8475058254812053,0.946-1.126,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE only,3,72,2017-2024,0.9329849040103477,0.7647210108910524,1.1382724140100944,0.44446170926018347,0.884-0.981,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,3,72,2017-2024,1.0902501829685818,0.8974054715545403,1.32453556295348,0.3359614009649849,1.015-1.144,lagged exposure
"TB, UK born aged 65+",rate_levothyroxine,FE only,1,72,2015-2024,1.065650486672656,0.8606884949500233,1.3194215635607036,0.5118395734319785,1.025-1.404,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,1,72,2015-2024,1.2412339815033004,0.9995814531628862,1.5413069059690505,0.05034920477665133,1.194-1.761,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE only,2,63,2016-2024,0.9344094029468103,0.8011745791723883,1.089801093311456,0.3389504925200906,0.880-0.975,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,2,63,2016-2024,1.0492658834132922,0.8193604049409191,1.343680860651867,0.6657650067219025,0.981-1.181,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE only,3,54,2017-2024,0.9454653927321218,0.7432610145757667,1.2026795315832919,0.6056082539305174,0.896-1.007,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,3,54,2017-2024,1.1783451913166823,0.9392181859420313,1.4783544555267443,0.1337755557732302,1.109-1.305,"lagged, excluding 2020-21"
"TB, UK born aged 65+",rate_levothyroxine,FE only,-1,99,2013-2023,1.209637160560613,0.9819808130192518,1.4900719452045506,0.06841415344731426,1.143-1.578,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,-1,99,2013-2023,1.3333990163890064,1.0493778440990458,1.694292429466766,0.024296556783905243,1.248-1.831,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE only,-2,99,2012-2022,1.1682567395630308,0.9497410685789096,1.4370483226303132,0.12155436770156976,1.099-1.439,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,-2,99,2012-2022,1.1960441128973733,0.8328517384143779,1.7176184595831647,0.287013535040907,1.083-1.532,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE only,-3,90,2012-2021,1.1606962549795168,1.002431856073865,1.3439475094097617,0.047104881957861035,1.102-1.315,lead (falsification)
"TB, UK born aged 65+",rate_levothyroxine,FE + migration + age,-3,90,2012-2021,1.2923069686071682,0.8420672801250492,1.9832825007315815,0.20475789789977186,1.089-1.431,lead (falsification)
